2016-05-31 23:58:13,Inne,24.6,33
2016-05-31 23:59:12,Inne,24.6,33
2016-05-31 23:59:26,Ute,17.5,48
2016-06-01 00:00:12,Inne,24.6,33
2016-06-01 00:00:26,Ute,17.5,48
2016-06-01 00:01:12,Inne,24.6,33
2016-06-01 00:01:26,Ute,17.5,48
2016-06-01 00:02:12,Inne,24.6,33
2016-06-01 00:02:25,Ute,17.4,48
2016-06-01 00:03:12,Inne,24.6,33
2016-06-01 00:04:12,Inne,24.6,33
2016-06-01 00:04:25,Ute,17.3,48
2016-06-01 00:05:12,Inne,24.6,33
